deviation_ratio,is_new_payee,is_odd_hour,baseline_confidence_score,exposure_today,exposure_vs_baseline_ratio,txn_count_today,pause_count,edit_count,back_navigation_count,time_in_flow_sec,device_shared_with_other_payees_count,recipient_is_new_device_pairing,ip_is_vpn_or_proxy,repeat_pattern_negative_outcome,prior_negative_outcome_streak,label
0.6476885381006925,0,0,0.3,23203.926868428807,1.2187105436275822,1,0,0,0,17.796349136490676,0,0,0,0,1,0
1.5230298564080254,1,0,0.3,26737.954209081352,1.1523029856408025,1,0,0,1,23.713778408489553,0,1,0,0,0,0
-0.23415337472333617,0,0,0.3,24386.237539038553,0.9765846625276664,1,1,0,1,51.61219014911029,0,0,0,0,2,0
-0.23413695694918002,0,0,0.6,24195.94088856169,0.976586304305082,1,2,1,0,43.75145099182079,0,0,0,0,0,0
1.579212815507392,0,0,0.6,28520.77631143468,1.1579212815507391,1,1,1,1,13.945975343584664,0,0,0,0,3,0
0.7674347291529084,1,0,0.6,27358.93954661194,1.076743472915291,1,2,2,0,13.987137156906062,0,1,1,0,0,0
-0.46947438593495183,0,0,0.6,24525.818933448565,0.9530525614065049,1,0,0,0,49.27751904241679,0,0,1,0,0,0
0.2712800217929829,0,0,0.6,26254.79953151784,1.0271280021792983,1,2,2,0,62.4350932235904,0,0,0,0,0,0
-0.23170884640623135,0,0,0.6,51223.890575570054,2.0039571175386754,2,1,1,1,21.170425562040506,0,0,0,0,0,0
-0.23286487678512846,0,0,0.6,76190.02664752668,2.9806706298601626,3,2,2,1,81.82583068819815,0,0,0,0,0,0
44.47985774854443,0,0,0.6,215448.01013729585,8.428656404714605,4,4,3,0,93.13603732871115,0,0,0,0,0,1
0.2419622715660341,0,0,1.0,45361.99433469983,1.2221231481776687,1,1,2,1,58.409310768748995,0,0,0,0,0,0
-1.1470698413583909,0,0,1.0,20.0,0.000513086636793746,1,1,0,1,5.178492385595111,0,0,0,0,0,0
-1.02159299506923,0,0,1.0,20.0,0.0005472982237785916,1,2,2,0,13.406159770229914,0,0,0,0,3,0
-0.5622875292409727,0,0,1.0,13158.559172637888,0.385592544549962,1,1,0,0,18.24793758459782,0,0,0,0,3,0
-0.8616013028620982,0,0,1.0,20.0,0.000613697754516969,1,2,0,1,34.02205830800397,0,0,1,0,0,0
0.3142473325952738,0,0,1.0,42126.290486156235,1.411008946590787,1,2,2,1,29.095504615297724,0,0,1,0,0,0
0.05168417460625459,0,0,1.0,33639.69520444385,1.064025896326345,1,1,1,0,16.38937774081293,0,0,0,1,3,1
1.465648768921554,0,0,0.3,19162.318537011317,1.280804323042963,1,2,2,1,18.364848331764847,0,0,1,0,1,0
-0.22577630048653485,0,0,0.3,18729.67879820822,0.9774223699513465,1,1,1,1,30.686356742017125,0,0,0,0,2,0
0.06752820468792335,0,0,0.3,19073.937595214116,1.0067528204687923,1,2,1,0,28.20349019089223,0,0,0,0,3,0
9.232655992760126,0,0,0.6,36520.207660766275,1.9232655992760126,1,0,0,2,99.9354221571454,0,0,0,1,3,1
-1.4247481862134568,0,0,0.6,12553.26616956439,0.5371177298204647,1,1,0,1,54.634357603080176,0,0,0,0,1,0
-0.27219136226259133,0,0,0.6,19015.9409797591,0.8966449927432638,1,1,3,1,43.84059887921303,0,0,0,0,0,0
0.05546129485493303,0,0,0.6,40670.44922465496,1.9177044506355008,2,2,3,0,25.19182938141097,0,0,0,0,0,0
-0.5754967887111514,0,0,0.6,57243.889732707335,2.699179974770294,3,2,0,1,14.573221832598646,0,0,0,0,0,0
12.923272768024383,0,0,0.6,182522.1147078412,8.606334043206033,4,1,0,2,18.812261176464556,0,0,0,0,0,1
0.37569801834567196,0,0,0.6,44661.18692957704,1.3929462165801334,1,0,2,0,39.06598306826567,0,0,1,0,2,0
-0.600638689918805,0,0,1.0,14079.471295842122,0.4225243615303993,1,1,0,1,26.768221573518996,0,0,0,0,3,0
0.7638969813940866,0,0,1.0,57485.65748104926,1.751864492414402,1,0,3,2,99.8608996768998,0,0,0,1,3,1
-0.1458468748966384,0,0,1.0,31920.779524790247,0.8700229297971516,1,2,2,0,84.66075023949672,0,0,0,0,0,0
-0.3008533061146984,0,0,1.0,58773.26127548166,1.6019058973455327,2,1,2,0,45.05476584061679,0,0,0,0,0,0
0.9261390922544691,0,0,1.0,125745.12899372826,3.4272704853552,3,1,0,1,84.54048315488619,0,0,0,0,0,0
7.580572868968611,0,0,1.0,410299.27141748305,11.182990501063616,4,2,0,0,91.66583523790986,0,0,0,0,0,1
-0.013497224737933878,0,0,1.0,67944.5462848342,0.9846582453094336,1,0,2,1,32.797498195389295,0,0,0,0,1,0
-0.9578414990722735,0,0,1.0,20.0,0.00027162037074138375,1,0,0,1,47.41155726607949,0,0,0,0,2,0
0.8225449121031889,1,0,1.0,136323.9220281483,1.8939971511700446,1,2,0,0,50.90272609373092,0,1,0,0,0,0
-0.9242690825205443,0,0,1.0,20.0,0.0002736674240350035,1,1,0,0,41.68133758495487,0,0,0,0,3,0
0.20886359500475535,0,0,1.0,85690.077238559,1.2488117961434708,1,0,0,1,48.03125728811974,0,0,1,0,3,0
0.7480438010163204,0,0,1.0,135444.28656761727,1.7873745091354714,1,3,0,1,30.0190345791098,0,0,0,1,3,1
-1.0266286374306948,0,0,1.0,20.0,0.00023930827363328032,1,0,1,1,20.323168356265214,0,0,0,0,1,0
5.785430059270491,0,0,0.3,50877.22702918063,1.845908636823915,1,3,2,2,80.77853603833137,2,0,0,0,0,1
0.7384665799954107,1,0,0.3,54634.340213569536,1.0738466579995412,1,2,2,0,25.03218094796953,0,1,0,0,0,0
0.17136828118997033,0,0,0.3,53659.85041757759,1.017136828118997,1,2,1,1,27.132021288174855,2,0,0,0,0,0
19.2843640487622,1,0,0.6,155374.4580307538,2.9284364048762197,1,1,2,1,59.31434918221284,2,1,0,0,0,1
-0.1156482823882406,0,0,0.6,73510.22651414658,0.9348108774612154,1,1,1,1,42.159497825455496,2,0,1,0,0,0
-0.3011036955892889,1,0,0.6,65657.55478987655,0.845980187101307,1,0,0,1,17.355236629850857,2,1,0,0,0,0
-0.7392609951837137,0,0,0.6,48626.085236183135,0.6430410610722408,1,1,0,1,43.155280879817546,0,0,0,0,0,0
-0.35992210419735426,0,0,0.6,111103.08473925732,1.4692493782322635,2,2,3,1,41.97222903012302,0,0,0,0,0,0
-0.23031938547989372,0,0,0.6,178312.3070340518,2.3580375545447914,3,2,0,0,72.27363254138601,0,0,0,0,0,0
7.670035234884418,0,0,0.6,533989.5380799912,7.061584281370918,4,4,3,0,71.31463734367348,0,0,0,0,0,1
1.745899599374256,0,0,1.0,256910.81424590075,2.601093279103624,1,2,3,2,83.35058565985155,2,0,1,0,0,1
1.0571222262189157,0,0,1.0,225357.14901337275,1.8878294809741638,1,1,1,0,51.19245883130564,2,0,0,0,0,0
0.3436182895684615,0,0,1.0,171596.0320788487,1.257611681571056,1,1,1,1,54.116475803467424,2,0,0,0,0,0
2.4495476462324963,0,0,1.0,390276.23128609353,2.632739774758863,1,1,0,1,46.6839432699928,2,0,1,0,0,1
-1.2341281087539138,0,0,1.0,20256.14057034673,0.11795358711966422,1,1,1,0,53.55294145367704,0,0,0,0,0,0
